name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,seasons,start_season,end_season,drafted
Marcellus Barksdale,1.9558,95.256,Guard,26.8,18.8,26.4,2.3,5.7,0.406,2,4.5,0.451,0.3,1.2,0.242,2.2,3,0.723,2.1,1.2,0.5,7.1,1,3.4,4.4,1.7,5,2012,2016,FALSE
Dreon Barlett,1.905,83.916,Guard,26.5,5.75,14,1.3,3.1,0.409,0.4,0.9,0.418,0.9,2.2,0.405,0.5,0.6,0.823,0.4,0.2,0.1,3.9,0.2,1.5,1.7,0.5,4,2013,2016,FALSE
Alex Barlow,1.8034,84.8232,Guard,29,22,25.3,1.7,4.3,0.39,0.8,1.8,0.44,0.9,2.5,0.355,0.9,1.1,0.795,2.4,1.6,0.2,5.1,0.4,2.6,3.1,1.3,4,2012,2015,FALSE
Kelsey Barlow,1.9558,90.72,Guard,24.8,13.6,22.5,2.6,6.3,0.414,2.2,4.7,0.457,0.5,1.6,0.29,2,3,0.675,2.2,0.8,0.3,7.7,1,2.4,3.4,1.7,5,2010,2014,FALSE
Tyler Barlow,2.032,88.452,Forward,20,0,7.2,0.5,1.2,0.375,0.5,1.2,0.375,0,0,0,0.3,0.4,0.625,0.1,0.2,0.3,1.2,0.5,1,1.4,0.1,1,2016,2016,FALSE
Ngor Barnaba,2.032,106.596,Forward,24,3,11.5,1.1,3.5,0.325,0.8,1.9,0.435,0.3,1.5,0.189,0.5,0.7,0.706,0.6,0.1,0.2,3,0.5,2.3,2.7,0.7,1,2017,2017,FALSE
Chancellor Barnard,1.9304,90.72,Guard,24.8,15.2,23.4,2.1,3.7,0.565,2.1,3.6,0.58,0,0.2,0.211,1.2,2,0.577,0.7,0.4,0.9,5.4,1.6,2.5,4.1,1.1,5,2015,2019,FALSE
Quin Barnard,1.8288,79.38,Guard,6.666666666666667,0.3333333333333333,1.4,0.1,0.3,0.4,0,0,0,0.1,0.3,0.4,0.1,0.1,1,0.2,0,0,0.4,0.1,0,0.1,0.1,3,2017,2020,FALSE
Adam Barnes,1.8796,86.184,Guard,27.75,0.5,6,0.5,1.1,0.517,0.5,0.9,0.524,0.1,0.1,0.467,0.3,0.5,0.649,0.4,0.2,0,1.5,0.3,0.5,0.7,0.3,4,2010,2013,FALSE
Ali Barnes,1.8288,83.0088,Guard,14,1,13.9,1.2,3.4,0.354,0.4,1.1,0.4,0.8,2.4,0.333,0.5,0.6,0.875,0.4,0.3,0,3.7,0.1,0.8,0.9,0.7,1,2016,2016,FALSE
Auston Barnes,1.9811999999999999,88.9056,Forward,18.6,13.4,24.1,2.2,5.4,0.412,1.4,3,0.462,0.8,2.4,0.348,1.3,1.5,0.839,0.7,0.7,0.3,6.5,1.5,2.5,3.9,1,5,2011,2015,FALSE
Bo Barnes,1.9304,86.184,Guard,23.6,1.6,15.6,1.5,3.9,0.395,0.5,1,0.443,1.1,2.9,0.378,0.7,0.9,0.741,0.5,0.4,0.1,4.9,0.5,1.2,1.6,0.6,5,2011,2015,FALSE
Brandon Barnes,1.8541999999999998,88.452,Guard,23,12.5,24.7,3.4,7.7,0.441,2.8,5.8,0.479,0.6,1.8,0.321,2,3.2,0.619,1.1,0.8,0.2,9.3,1.6,2.8,4.4,1.9,4,2011,2014,FALSE
Bray Barnes,1.9558,88.452,Forward,15.75,0.25,3.5,0.3,0.8,0.354,0.2,0.3,0.571,0.1,0.4,0.185,0.3,0.4,0.769,0.1,0,0,0.9,0.2,0.3,0.6,0.1,4,2016,2019,FALSE
Bryce Barnes,1.8034,85.7304,Guard,30.5,17.25,20.9,2.2,5.5,0.398,1.7,4,0.422,0.5,1.5,0.335,1.3,1.8,0.701,2,0.9,0.1,6.2,0.3,1.7,2,1.6,4,2017,2020,FALSE
Bryson Barnes,1.9811999999999999,92.988,Forward,23,5.5,17.8,2.4,5.6,0.431,2,4.4,0.459,0.4,1.2,0.327,1.9,2.7,0.707,0.5,0.4,0.9,7.1,1.4,3.2,4.7,1.4,4,2009,2012,FALSE
Corey Barnes Jr.,1.905,79.38,Guard,7,0,5.9,0.7,2.3,0.313,0.1,0.4,0.333,0.6,1.9,0.308,0.1,0.6,0.25,0,0.1,0,2.1,0,0.3,0.3,0.7,1,2015,2015,FALSE
Daniel Barnes,1.8796,76.6584,Guard,15.8,11,26.5,3.1,8.3,0.377,1.3,2.9,0.427,1.9,5.4,0.35,1.1,1.6,0.672,1,1.2,0.3,9.3,0.3,2.8,3.1,1.5,5,2009,2013,FALSE
Denzel Barnes,1.7018,77.112,Guard,23.5,10.5,19.8,2,5.6,0.363,1.1,2.9,0.397,0.9,2.7,0.325,1.2,1.8,0.675,2.9,1.2,0,6.1,0.3,1.1,1.5,2.1,2,2010,2011,FALSE
Harrison Barnes,2.032,97.524,Forward,37.5,36.5,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.734,1.3,0.9,0.4,16.3,2,3.5,5.5,1.9,2,2011,2012,TRUE
Israel Barnes,1.9304,83.916,Guard,30.5,17,18.8,1.8,4.5,0.403,1.2,2.4,0.49,0.6,2,0.298,0.7,1.3,0.519,1.1,0.6,0.1,4.9,0.4,1.5,2,1,2,2019,2020,FALSE
Jalin Barnes,1.8541999999999998,83.916,Guard,34,13,18.9,1.6,4.4,0.372,1,2.6,0.398,0.6,1.8,0.333,0.5,0.7,0.64,1.8,0.8,0.1,4.3,0.2,2.4,2.6,1.4,1,2016,2016,FALSE
John Barnes,1.8288,83.916,Guard,28,7,14.5,1.2,3.4,0.337,0.5,1.4,0.385,0.6,2.1,0.304,0.7,1,0.673,1.3,0.6,0.1,3.6,0.2,0.9,1.1,1.3,2,2009,2010,FALSE
Jonathan Barnes,2.0827999999999998,108.864,Center,19,9.333333333333334,7.6,0.5,1.1,0.484,0.5,1.1,0.484,0,0,0,0.5,1,0.525,0.1,0.1,0.2,1.6,0.4,0.9,1.4,0.4,3,2015,2017,FALSE
Jordan Barnes,1.778,72.576,Guard,30.5,22,30.3,4,10.3,0.391,1.8,4.4,0.407,2.2,5.9,0.379,2.5,2.9,0.858,3.2,1.1,0.1,12.8,0.4,3.2,3.6,2.1,4,2017,2020,FALSE
LeRon Barnes,1.9811999999999999,88.452,Guard,22.4,13.4,21.5,1.8,4.2,0.428,1.2,2.6,0.474,0.6,1.6,0.354,0.8,1.2,0.654,0.9,0.6,0.5,4.9,1.3,3,4.3,0.7,5,2012,2016,FALSE
Nicholas Barnes,1.9811999999999999,79.38,Guard,8,0,7.1,0.5,1.6,0.308,0,0.3,0,0.5,1.4,0.364,0,0.3,0,0,0.1,0,1.5,0.3,0,0.3,0.4,1,2016,2016,FALSE
Terrell Barnes,2.0065999999999997,124.74,Forward,29.75,21.25,21,1.3,3.1,0.414,1.3,3.1,0.415,0,0,0,0.7,2,0.364,1,0.5,0.2,3.3,1.7,2.6,4.3,1.1,4,2010,2013,FALSE
Trevond Barnes,2.0574,95.256,Forward,28.5,24,19.2,2.4,4.4,0.542,2.1,3.5,0.593,0.3,0.9,0.355,1.6,2.2,0.714,0.5,0.2,1.4,6.7,1.4,2.9,4.3,0.8,4,2016,2019,FALSE
Zachary Barnes,1.8541999999999998,83.916,Guard,23.5,1,7.8,0.7,2.6,0.275,0.1,0.2,0.364,0.6,2.3,0.266,0.1,0.2,0.444,0.2,0.3,0.1,2.1,0.1,0.3,0.4,0.3,2,2019,2020,FALSE
Sammy Barnes-Thompkins,1.905,87.0912,Guard,27,10,16.9,2,5.1,0.387,0.8,2.1,0.379,1.1,2.9,0.392,0.4,0.8,0.571,0.7,0.6,0.2,5.5,0.2,1.4,1.6,0.9,1,2016,2016,FALSE
Cornell Barnett,2.0065999999999997,97.9776,Forward,23,1,4.5,0.2,0.7,0.313,0.2,0.7,0.313,0,0,0,0.1,0.4,0.333,0,0.1,0.1,0.6,0.2,0.5,0.7,0.3,1,2013,2013,FALSE
Dave Barnett,1.9558,97.524,Guard,22.5,11.5,22.1,2,4.8,0.418,1.4,2.8,0.482,0.6,2,0.324,0.6,1.2,0.5,1.2,0.6,0.3,5.2,1.4,2.7,4,1.4,4,2009,2012,FALSE
DeVon Barnett,1.9558,86.184,Forward,26.75,19.75,23.8,4,7.5,0.539,4,7.5,0.543,0,0.1,0,1.3,2.3,0.575,0.8,0.7,0.5,9.4,1.7,3.1,4.7,1.5,4,2014,2018,FALSE
Hugh Barnett,2.0574,120.20400000000001,Center,21.5,2,5.3,0.6,1.5,0.413,0.6,1.5,0.413,0,0,0,0.4,0.7,0.531,0.1,0,0.2,1.6,0.5,0.8,1.3,0.7,2,2009,2010,FALSE
Jake Barnett,1.9558,92.988,Forward,23.6,11.8,21.5,1.9,5.4,0.358,0.8,2,0.385,1.2,3.4,0.342,1,1.4,0.741,1,0.6,0.1,6.1,0.5,2.3,2.9,1.3,5,2010,2014,FALSE
Javarris Barnett,2.0065999999999997,99.792,Forward,27,13.25,20.4,2.3,5.7,0.407,1.1,2.4,0.455,1.2,3.3,0.372,0.7,1,0.745,0.8,0.4,0.2,6.6,0.9,2.8,3.7,1.1,4,2009,2012,FALSE
Jordan Barnett,1.9811999999999999,92.988,Forward,20,11.25,24.1,3.3,7.5,0.437,1.7,3.2,0.527,1.6,4.3,0.37,1.5,1.8,0.847,0.7,0.6,0.4,9.7,1.2,3.2,4.5,1.1,4,2015,2018,FALSE
Kory Barnett,1.9558,84.3696,Forward,12.25,0,2,0.1,0.4,0.211,0,0.1,0.4,0,0.3,0.143,0,0.2,0.25,0.1,0,0,0.2,0,0.2,0.2,0.1,4,2009,2012,FALSE
DeAndre Barnette,1.9304,88.452,Forward,5,0,3.8,0,0.2,0,0,0,0,0,0.2,0,0.4,0.4,1,0,0.4,0.2,0.4,0,1,1,0.2,1,2012,2012,FALSE
Taylor Barnette,1.905,83.916,Guard,24,19,26.1,3,7.5,0.401,1,1.8,0.558,2,5.7,0.352,1,1.4,0.772,1.5,0.4,0.1,9,0.2,1.9,2.1,0.8,5,2013,2017,FALSE
Brett Barney,2.0574,95.256,Forward,18,0,7.2,0.9,1.9,0.457,0.6,1.2,0.531,0.3,0.8,0.341,0.1,0.3,0.333,0.2,0.1,0,2.1,0.4,0.8,1.2,0.2,3,2017,2019,FALSE
Jamal Barney,1.905,86.184,Guard,16.8,8.2,23.4,4.7,11.4,0.408,4,8.8,0.447,0.7,2.6,0.272,2.6,3.6,0.727,1.2,1,0.3,12.6,1.3,2.9,4.2,2.4,5,2007,2011,FALSE
Colt Barnhill,2.0065999999999997,95.256,Forward,17,0,5.2,0.4,1.4,0.261,0.3,1.1,0.278,0.1,0.3,0.2,0.4,0.7,0.5,0.3,0.4,0.2,1.1,0.4,0.9,1.2,0.2,1,2012,2012,FALSE
Troy Barnies,2.0065999999999997,95.256,Forward,27.5,20.5,24.7,3.3,6.4,0.51,3.1,5.8,0.531,0.2,0.6,0.319,1.5,2.2,0.711,1,0.7,0.3,8.3,1.5,3.8,5.4,1.7,4,2008,2011,FALSE
Billy Baron,1.8796,88.452,Guard,26.25,20.25,31.8,5.1,11.6,0.439,3,6.2,0.486,2,5.3,0.384,4.2,4.9,0.85,4,1.1,0,16.3,0.6,3.3,3.9,2.3,4,2011,2014,FALSE
Kyle Barone,2.0827999999999998,99.792,Center,31.5,18.25,27.2,4.2,7.1,0.585,4.2,7.1,0.587,0,0,0,3,4.3,0.711,1.2,0.4,1,11.4,2.1,4.8,6.9,1.9,4,2010,2013,FALSE
Bryant Barr,1.9304,86.184,Guard,33.75,9.25,14.8,1.8,4.8,0.367,0.4,1.1,0.369,1.4,3.7,0.366,0.5,0.7,0.701,0.6,0.2,0,5.4,0.5,1.1,1.6,0.6,4,2007,2010,FALSE
Louis Barraza,1.9558,90.72,Guard,12,0,10,1.2,3.8,0.322,0.3,0.8,0.333,1,3,0.319,0.5,0.5,0.846,0.6,0.3,0.1,3.8,0.3,0.2,0.5,1,2,2009,2010,FALSE
Ray Barreno,2.1082,117.936,Center,16,7.5,13.1,1.2,2.3,0.507,1.2,2.3,0.507,0,0,0,0.7,1,0.672,0.3,0.1,0.5,3,1.4,2.6,4,1.2,4,2014,2017,FALSE
Christian Barrett,1.9811999999999999,99.792,Forward,27,18,19.1,2.3,4.2,0.549,2.3,4.1,0.55,0,0.1,0.5,2.9,4.1,0.696,0.7,0.4,0.2,7.5,3,4.4,7.4,1.4,1,2019,2019,FALSE
Corey Barrett,2.0574,97.524,Forward,27,0,10.4,0.9,2.5,0.368,0.9,2.5,0.368,0,0,0,0.3,0.6,0.5,0.1,0.1,0.3,2.1,1,1.5,2.5,0.4,1,2015,2015,FALSE
Deon Barrett,1.778,68.04,Guard,31,4,13.5,1.1,3,0.366,0.3,1,0.3,0.8,2,0.397,0.4,0.5,0.857,0.9,0.2,0,3.4,0.1,0.7,0.7,0.5,1,2017,2017,FALSE
Kimmani Barrett,1.9811999999999999,88.452,Guard,27,14.5,25.5,3.3,6.9,0.473,2.5,4.8,0.531,0.7,2.1,0.342,2.7,3.5,0.757,1.2,0.7,0.2,9.9,2,2.1,4.1,1.6,4,2007,2010,FALSE
R.J. Barrett,2.0065999999999997,91.6272,Forward,38,38,35.3,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,4.3,0.9,0.4,22.6,1.6,6,7.6,3.2,1,2019,2019,TRUE
Will Barrett,2.0827999999999998,89.3592,Forward,22.4,12.4,18.1,2,4.6,0.429,0.8,1.8,0.474,1.2,2.9,0.402,1,1.4,0.743,1,0.7,0.5,6.1,0.6,2.2,2.8,1,5,2010,2014,FALSE
Nassir Barrino,1.8288,74.844,Guard,30,14,17.9,1.3,3.3,0.384,1.3,3.1,0.409,0,0.2,0,0.6,1.4,0.429,1.2,0.6,0,3.1,0.4,1.8,2.2,1.1,1,2017,2017,FALSE
Bruce Barron,1.905,90.72,Guard,3,0,7,0.3,1.3,0.25,0,0.3,0,0.3,1,0.333,0,0.7,0,1.7,0.3,0,1,0,1,1,1,1,2012,2012,FALSE
Maurice Barrow,1.9558,95.256,Forward,34.25,20.5,28,3.5,7.6,0.465,3.2,6.6,0.491,0.3,1,0.303,2.2,3.1,0.695,1.4,0.9,0.6,9.6,2.1,3.1,5.2,1.9,4,2011,2014,FALSE
Yunio Barrueta,1.9304,97.524,Guard,25,4,11.8,0.8,2.2,0.339,0.5,1.5,0.351,0.2,0.8,0.316,0.6,1,0.64,0.4,0.1,0.1,2.4,0.8,1.4,2.3,0.6,1,2013,2013,FALSE
Canyon Barry,1.9811999999999999,92.988,Guard,26.25,14.75,27.4,4,10.4,0.387,2.5,6,0.421,1.5,4.5,0.342,2.7,3.4,0.808,1.2,0.7,0.4,12.3,0.8,2.7,3.5,1.7,4,2014,2017,FALSE
Oumar Barry,2.1082,104.328,Forward,14.75,7.75,17.9,2.1,4.1,0.516,2,3.5,0.576,0.1,0.7,0.205,1.1,2.2,0.52,0.5,0.3,0.7,5.5,1.1,2,3.1,1.2,4,2016,2019,FALSE
Remi Barry,2.032,102.06,Forward,22.25,8.5,19.1,2.5,5.7,0.444,1.9,3.9,0.477,0.7,1.8,0.373,1.7,2.2,0.745,0.6,0.3,0.1,7.4,0.9,2.1,3.1,1.1,4,2012,2015,FALSE
Winslo Barry,2.0827999999999998,106.1424,Forward,23.5,4.5,6.3,0.7,1.6,0.459,0.7,1.6,0.459,0,0,0,0.2,0.9,0.275,0.1,0.1,0.3,1.7,0.7,1.4,2.1,0.2,2,2014,2015,FALSE
Josh Bartelstein,1.905,95.256,Guard,8.25,0,1.7,0.1,0.5,0.125,0,0.2,0,0.1,0.3,0.182,0,0.1,0,0.1,0.1,0,0.2,0,0,0.1,0.1,4,2010,2013,FALSE
Anson Bartlett,1.905,79.38,Guard,17.5,1.5,9.9,0.5,1.3,0.404,0.5,1.3,0.413,0,0,0,0.7,1.1,0.684,0.5,0.9,0,1.8,0.2,0.8,1,0.5,2,2009,2010,FALSE
Will Bartlett,2.0065999999999997,95.256,Forward,5.333333333333333,0,2.8,0.1,0.4,0.286,0,0.3,0,0.1,0.1,1,0.3,0.4,0.667,0.4,0.1,0.1,0.6,0.3,0.2,0.4,0.3,3,2011,2013,FALSE
Canaan Bartley,1.8541999999999998,79.38,Guard,31,21.5,23,2.1,5.9,0.36,1.6,4.1,0.383,0.5,1.7,0.306,1,1.5,0.688,1.1,0.9,0.1,5.8,0.5,2.8,3.4,1.6,2,2019,2020,FALSE
Frank Bartley,1.905,90.72,Guard,26.6,12.8,20.7,3.1,7.2,0.425,1.8,3.6,0.485,1.3,3.6,0.365,2.3,3.2,0.732,1.6,1,0.2,9.8,0.6,2.3,2.9,1.2,5,2014,2018,FALSE
Justice Bartley,1.9811999999999999,92.5344,Guard,9.333333333333334,0,2.2,0.2,0.6,0.375,0.1,0.3,0.444,0.1,0.3,0.286,0,0.1,0.25,0.1,0,0,0.5,0.1,0.4,0.5,0.4,3,2016,2018,FALSE
Marcus Bartley,1.9558,90.72,Guard,24.4,11.2,21,1.6,4.2,0.388,0.4,1.2,0.373,1.2,3.1,0.393,0.6,0.8,0.737,2.1,0.6,0.1,5.1,0.1,1.3,1.4,1.4,5,2015,2019,FALSE
Jared Bartling,2.032,106.1424,Forward,11.333333333333334,0.3333333333333333,4.8,0,0.4,0.071,0,0.4,0.083,0,0.1,0,0.1,0.4,0.286,0.2,0.1,0,0.2,0.2,0.9,1.1,0.4,3,2011,2013,FALSE
Antonio Barton,1.8796,80.74080000000001,Guard,33,14.75,22.5,2.4,5.6,0.427,1.3,2.7,0.47,1.1,3,0.387,1.1,1.7,0.668,1.7,0.6,0.1,7.1,0.3,1.8,2.1,1.1,4,2011,2014,FALSE
Challe Barton,1.905,89.3592,Guard,31,9,14.4,0.8,2.2,0.376,0.5,1.2,0.444,0.3,1,0.299,0.5,0.7,0.774,1.1,0.4,0,2.5,0.1,0.8,0.9,1.1,3,2012,2014,FALSE
Chris Barton,1.905,90.2664,Guard,30.75,18.25,20.1,1.8,4.4,0.403,1.3,2.8,0.449,0.5,1.6,0.322,1.7,2.2,0.75,1,0.2,0,5.8,0.6,1.6,2.2,1.2,4,2016,2019,FALSE
Jimmy Barton,1.7526,72.576,Guard,14.333333333333334,4,13.1,0.8,2.5,0.333,0.5,1.2,0.4,0.4,1.3,0.276,0.3,0.4,0.667,1.4,0.4,0,2.3,0.3,0.6,0.9,1.1,3,2014,2016,FALSE
Will Barton,1.9811999999999999,79.38,Guard,35,29.5,32.9,5.7,12,0.471,4.6,8.4,0.546,1.1,3.6,0.299,2.7,3.7,0.733,2.9,1.5,0.6,15.2,1.7,4.8,6.5,2.3,2,2011,2012,TRUE
Adjehi Baru,2.0574,113.4,Forward,32,31.25,28.2,3.1,6.2,0.493,3.1,6.2,0.493,0,0,0,2.4,4.1,0.591,0.8,0.6,1,8.5,2.5,4.7,7.2,1.6,4,2012,2015,FALSE
Blondy Baruti,2.0574,98.8848,Forward,13,0,6.7,0.2,1.1,0.214,0.2,0.8,0.3,0,0.3,0,0.2,0.5,0.5,0,0.1,0.8,0.7,0.5,0.8,1.4,0.2,1,2011,2011,FALSE
Melsahn Basabe,2.0065999999999997,99.792,Forward,34,25.25,20.1,3.2,5.9,0.534,3.2,5.9,0.534,0,0,0.5,1.9,2.8,0.677,0.4,0.4,1.1,8.2,2,3.6,5.5,1.3,4,2011,2014,FALSE
Nate Basalyga,2.0574,108.864,Forward,12,2.5,8.4,0.7,1.3,0.533,0.7,1.3,0.533,0,0,0,0.1,0.2,0.4,0.4,0.1,0.1,1.4,0.8,0.8,1.5,0.4,2,2012,2013,FALSE
Dedrick Basile,1.778,72.576,Guard,34,34,29.5,4.7,10.3,0.453,3,5.8,0.513,1.7,4.5,0.376,1.3,1.9,0.706,3.4,1.7,0.1,12.3,0.7,2.6,3.3,1.9,2,2016,2017,FALSE
Anthony Baskerville,1.8034,83.916,Guard,16,0,3.4,0.1,0.4,0.286,0,0.1,0,0.1,0.3,0.4,0,0.1,0,0.3,0.1,0,0.4,0.1,0.3,0.3,0.3,1,2011,2011,FALSE
Cameron Baskerville,2.0065999999999997,102.5136,Forward,30,16,18.4,1.5,3.3,0.441,1.3,2.9,0.467,0.1,0.5,0.278,1.1,1.4,0.753,0.3,0.6,0.3,4.1,1.2,2,3.2,1.4,4,2010,2013,FALSE
Chris Baskerville,1.9558,99.792,Forward,21.333333333333332,2.6666666666666665,12,1.4,2.5,0.56,1.4,2.5,0.56,0,0,0,0.7,1.3,0.575,0.3,0.3,0.1,3.5,1.2,1.2,2.4,0.8,3,2009,2011,FALSE
Tevin Baskin,1.9811999999999999,95.256,Forward,17.5,4,18.2,2.8,6.3,0.441,2.5,5.6,0.454,0.2,0.7,0.326,2.2,3.1,0.699,0.4,0.7,0.8,7.9,1.1,2.5,3.6,1.1,4,2011,2014,FALSE
Jeremy Basnight,1.9558,99.792,Guard,18,0,6.3,0.8,2.3,0.357,0.2,0.4,0.571,0.6,1.9,0.314,0.3,0.4,0.714,0.3,0.1,0.1,2.6,0.1,0.5,0.6,0.4,1,2010,2010,FALSE
Ivo Basor,2.032,108.864,Center,20,8,13.6,0.9,1.9,0.48,0.7,1.5,0.483,0.2,0.4,0.467,0.5,1,0.439,0.3,0.2,0.1,2.4,1.1,1.6,2.7,0.7,2,2015,2016,FALSE
Chris Bass,1.8541999999999998,86.184,Guard,30.75,5.75,15.9,0.6,1.8,0.341,0.5,1.2,0.389,0.1,0.6,0.239,0.3,0.6,0.43,2.2,0.6,0.1,1.6,0.3,1.5,1.8,1,4,2009,2012,FALSE
Paris Bass,2.0065999999999997,84.8232,Guard,28.5,20,27.1,5.5,11.8,0.461,4.7,9.5,0.49,0.8,2.3,0.341,3.2,4.9,0.663,2,1.3,1.2,14.9,1.8,4.8,6.6,2.9,2,2015,2016,FALSE
Ryan Bass,1.7526,77.112,Guard,20.8,8.2,17.6,2,5.2,0.382,1.5,3.7,0.403,0.5,1.5,0.329,1.4,1.7,0.813,1.9,0.7,0,5.8,0.5,1.1,1.6,1.2,5,2011,2015,FALSE
Phil Bassan,1.8796,97.524,Forward,2,0,1.5,0,0.5,0,0,0,0,0,0.5,0,1,2,0.5,0,0.5,0,1,0.5,0.5,1,0,1,2010,2010,FALSE
Armon Bassett,1.8796,81.648,Guard,23.5,19.75,31.3,3.9,9.7,0.402,1.9,4.7,0.409,2,5,0.396,3,3.6,0.822,3.3,1,0,12.8,0.4,2.4,2.8,1.9,4,2007,2010,FALSE
Isaac Bassey,2.1082,117.936,Center,20.5,1,7.1,1,1.9,0.494,1,1.9,0.494,0,0,0,0.5,0.7,0.714,0.1,0.1,0.2,2.4,0.3,1,1.3,1,2,2019,2020,FALSE
Justin Bassey,1.9558,97.524,Guard,28.5,24.5,29.3,2.4,5.2,0.473,1.5,2.6,0.583,0.9,2.5,0.358,1.6,2.3,0.717,1.9,0.9,0.2,7.4,1.2,4.4,5.6,1.9,4,2017,2020,FALSE
Larry Bastfield,1.8034,83.916,Guard,31,25,27.7,1.4,4.2,0.337,1.1,3.1,0.361,0.3,1.2,0.271,1.1,1.7,0.64,2.8,0.6,0.1,4.3,0.4,1.4,1.8,2,4,2009,2012,FALSE
Quentin Bastian,1.9811999999999999,111.132,Forward,15,6.666666666666667,18.6,2.4,5.5,0.433,2.4,5.4,0.437,0,0,0,1,1.6,0.657,0.3,0.3,0.5,5.8,1.5,2.4,4,1.1,3,2013,2015,FALSE
Andrew Bastien,2.0574,106.596,Center,25.5,14.5,11.6,1.1,2.1,0.523,1.1,2.1,0.523,0,0,0,0.6,1.1,0.571,0.2,0.2,1,2.8,1.1,2.3,3.4,0.6,2,2016,2017,FALSE
Baptiste Bataille,1.778,85.7304,Guard,28.5,1,13.3,0.8,2.7,0.313,0.4,1.1,0.354,0.4,1.6,0.282,1.3,1.7,0.759,1.2,0.6,0,3.4,0.3,0.8,1.2,0.9,4,2007,2010,FALSE
Hal Bateman,1.8034,77.112,Guard,32,16,22.4,2,4.8,0.41,1.9,4.3,0.431,0.1,0.5,0.207,1.7,2.8,0.594,4.1,1.3,0.1,5.7,0.2,2,2.2,2.2,2,2012,2013,FALSE
James Batemon,1.8541999999999998,85.7304,Guard,32,31.5,35.2,5.3,11.9,0.447,4,7.8,0.508,1.3,4.1,0.33,5,6.2,0.812,4.1,1.4,0,17,0.8,2.5,3.3,3,2,2018,2019,FALSE
Alex Bates,2.032,106.596,Forward,16.8,5.6,9.8,0.4,0.8,0.523,0.4,0.8,0.531,0,0,0,0.2,0.5,0.375,0.2,0.3,0.4,1,0.7,0.9,1.6,0.4,5,2011,2015,FALSE
K.J. Bates,1.8541999999999998,79.38,Guard,7,0,3.3,0.2,0.9,0.25,0.1,0.5,0.286,0.1,0.4,0.2,0.3,0.5,0.571,0.2,0.4,0,0.8,0.1,0.8,0.9,0.2,2,2015,2016,FALSE
Keita Bates-Diop,2.0065999999999997,86.184,Forward,27.25,17.5,24.8,4.3,9.1,0.472,3.2,5.9,0.537,1.1,3.2,0.352,1.9,2.5,0.776,1.1,0.6,1.2,11.7,1.1,4.6,5.7,1.2,4,2015,2018,TRUE
Wil Bathurst,1.905,85.2768,Guard,18.8,3.6,14.6,1.5,3.8,0.4,1.2,2.6,0.47,0.3,1.2,0.248,0.8,1.4,0.585,1,0.5,0.3,4.2,0.4,2.2,2.6,1,5,2015,2019,FALSE
Khalil Batie,1.778,74.844,Guard,11.666666666666666,0,3.6,0.3,1,0.286,0.1,0.5,0.188,0.2,0.5,0.368,0,0.1,0,0.3,0.1,0.1,0.8,0.1,0.5,0.6,0.1,3,2015,2017,FALSE
Jamie Batish,1.9304,86.184,Guard,24.5,5.5,19,1.6,3.9,0.409,0.3,0.7,0.441,1.3,3.2,0.403,0.2,0.3,0.692,0.4,0.2,0.1,4.7,0.1,1.2,1.3,0.2,2,2015,2016,FALSE
Colby Batiste,2.0574,102.06,Center,23,11.333333333333334,12.9,0.9,1.7,0.517,0.9,1.7,0.517,0,0,0,0.5,0.8,0.569,0.2,0.1,0.9,2.3,1.1,1.7,2.8,0.7,3,2009,2011,FALSE
Tyson Batiste,1.905,90.72,Guard,28.25,20.25,25.2,1.9,4.3,0.44,1.5,3.3,0.465,0.4,1.1,0.364,0.5,1.4,0.376,3.3,0.8,0.2,4.7,0.6,2.5,3.1,2,4,2017,2020,FALSE
Joshua Batson,1.8288,79.38,Guard,24.5,13,14.4,0.7,2.8,0.244,0.5,1.9,0.272,0.2,0.9,0.186,0.5,1,0.526,1.2,0.7,0,2,0.5,1,1.5,0.9,4,2014,2017,FALSE
Dana Batt,2.0574,102.06,Center,31.25,19.75,16.4,2,3.2,0.612,2,3.2,0.613,0,0,0,0.8,1.1,0.741,0.4,0.4,0.7,4.7,1,2.1,3,0.8,4,2016,2019,FALSE
Matt Battaglia,1.8541999999999998,81.648,Guard,20,0,4.8,0.5,1.7,0.273,0,0.3,0,0.5,1.4,0.321,0.1,0.2,0.667,0.3,0.1,0.1,1.5,0.1,0.4,0.4,0,1,2017,2017,FALSE
Dekeba Battee-Aston,2.0574,115.668,Forward,26,0,4.2,0,0.4,0.091,0,0.3,0.111,0,0.1,0,0.1,0.1,0.667,0.1,0.1,0,0.2,0.1,0.5,0.6,0.3,1,2015,2015,FALSE
Dimitri Batten,1.905,92.988,Guard,33.5,19.5,24.3,3.2,7.8,0.406,1.9,4.2,0.464,1.2,3.7,0.339,1.6,2.4,0.651,1.2,1,0.3,9.2,0.6,2.5,3.1,1.5,4,2012,2015,FALSE
